,School,Conf,G,GS,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS, ,SOS,PER,TS%,eFG%,3PAr,FTr,PProd,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,,OWS,DWS,WS,WS/40,,OBPM,DBPM,BPM
0,Michigan,,107,107,33.3,4.9,11.6,.425,3.0,6.1,.500,1.9,5.5,.343,2.6,3.6,.724,0.6,3.5,4.1,2.1,0.7,0.3,1.7,2.0,14.3,,9.90,18.3,.539,.507,.475,.308,1416,2.2,13.7,7.9,13.1,1.4,1.0,11.4,25.2,,8.0,4.3,12.3,.138,,4.1,1.2,5.3
