,School,Conf,G,GS,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS, ,SOS,PER,TS%,eFG%,3PAr,FTr,PProd,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,,OWS,DWS,WS,WS/40,,OBPM,DBPM,BPM
0,Duke,,141,99,25.9,3.7,6.5,.574,3.7,6.4,.578,0.0,0.1,.200,2.4,4.0,.583,2.4,5.4,7.7,1.5,0.8,1.4,2.0,2.5,9.8,,8.87,22.0,.584,.575,.011,.622,1441,10.8,23.7,17.3,11.1,1.8,5.0,19.2,20.2,,8.3,8.2,16.6,.181,,3.5,6.5,10.0
