,School,Conf,G,GS,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS, ,SOS,PER,TS%,eFG%,3PAr,FTr,PProd,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,,OWS,DWS,WS,WS/40,,OBPM,DBPM,BPM
0,St. John's (NY),,69,,34.2,4.9,10.9,.445,3.5,7.2,.492,1.3,3.8,.355,2.1,3.6,.589,,,6.3,3.2,1.9,1.2,2.8,1.2,13.1,,7.93,,.521,.506,.344,.327,,,,,,,,17.9,,,3.1,8.0,11.1,.246,,,,
