,School,Conf,G,GS,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS, ,SOS,PER,TS%,eFG%,3PAr,FTr,PProd,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,,OWS,DWS,WS,WS/40,,OBPM,DBPM,BPM
0,Michigan,,76,76,33.0,4.6,8.8,.525,3.9,6.4,.603,0.7,2.4,.313,2.1,2.9,.718,1.8,3.1,4.9,1.1,1.0,0.3,1.0,1.3,12.0,,9.85,19.4,.593,.567,.269,.331,863,7.0,12.0,9.5,6.7,1.9,0.9,9.2,18.6,,7.0,3.0,10.0,.159,,5.7,2.4,8.1
