MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,SOS,TS%,eFG%,3PAr,FTr,TRB%,AST%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/40
26.9,6.6,11.6,0.565,6.6,11.6,0.566,0,0,0,5.7,7.7,0.743,1.842602041,4.091326531,8.7,1.2,0.9,0.4,2.6,3.5,18.8,7.35,0.617,0.565,0.003,0.663,18.8,10.7,1.5,14.5,32.3,10.3,5.9,16.1,0.239
30.9,7.1,11.5,0.618,7.1,11.4,0.622,0,0.1,0,4.5,7.7,0.589,3.6,8.3,11.8,2.1,1.1,1,2.8,2.5,18.8,7.37,0.62,0.62,0.013,0.665,21.8,16.4,2.4,15.7,29.5,8.9,6.3,15.2,0.29
25.9,4.8,7.8,0.608,4.7,7.8,0.606,0,0,0,2.8,4.3,0.657,2.8,6.4,9.2,1.3,1,3.1,1.8,2.6,12.3,8.77,0.627,0.61,0.004,0.548,19.7,10.4,8.1,15.8,21.7,2.9,4.3,7.3,0.351
28.3,4.4,8.6,0.507,4.4,8.6,0.512,0,0.1,0,2.5,3.6,0.707,1.842602041,4.091326531,6.4,0.9,0.6,3.8,2.1,1.7,11.3,7.63,0.546,0.508,0.011,0.412,11.93196481,15.44281525,2.760703812,16.8,24.32961877,5.8,7.8,13.6,0.174
30.2,5.2,8.9,0.586,5.2,8.9,0.586,0,0,0,3,4.7,0.649,3.4,4.8,8.2,0.6,1.3,1.8,1.6,2.7,13.5,7.28,0.605,0.586,0,0.527,15.3,4.3,4.2,12.9,20.9,4.7,6.5,11.2,0.28
32.6,6.9,16,0.429,5.5,11.7,0.469,1.4,4.3,0.32,2.7,3.6,0.734,3.1,7.6,10.8,1.6,0.9,4.4,2.2,2.4,17.8,6.03,0.501,0.472,0.267,0.227,11.93196481,15.44281525,2.760703812,11.2,24.32961877,1,3.6,4.6,0.189
20.3,3.6,5.7,0.638,3.6,5.7,0.642,0,0,0,1.6,2.8,0.559,1.7,3,4.7,0.3,0.5,1.1,1.5,2.1,8.8,8.23,0.629,0.638,0.005,0.495,14.6,3.3,4.7,18,24,2.3,1,3.3,0.198
23.5,4.1,7.9,0.52,4.1,7.7,0.526,0,0.2,0,2.1,3.6,0.577,2.5,5.2,7.7,0.5,0.6,2.7,1.5,3.1,10.3,-0.69,0.538,0.523,0.02,0.456,18.6,5.5,10.7,13.8,23.5,4.7,10,14.6,0.246
22.5,3.4,6.9,0.488,3.4,6.9,0.49,0,0,0,3,4.6,0.654,1.842602041,4.091326531,5.7,0.9,0.6,1.1,1.1,0.7,9.9,10.11,0.546,0.488,0.002,0.667,11.93196481,15.44281525,2.760703812,19.9,24.32961877,4.4,7.3,11.7,0.169
15.1,1.7,3.1,0.563,1.7,3.1,0.565,0,0,0,1.2,2.1,0.578,1.3,2.6,3.9,0.6,0.3,1.5,1.2,2.1,4.7,7.4,0.575,0.565,0.007,0.682,13.2,5.7,6,23,15.9,3.1,6.9,10.1,0.203
28.4,4.6,8.6,0.538,4.6,8.5,0.541,0,0.1,0,0.8,2.6,0.295,3.4,4.2,7.6,0.4,0.8,2.7,1.5,2.2,10,8.07,0.509,0.538,0.007,0.301,15.6,3.4,9.9,13.5,20.9,1.4,1.5,2.9,0.121
26.1,4.9,9.4,0.524,4.8,9.2,0.522,0.1,0.1,0,3.2,5.5,0.588,2.7,6.2,8.9,0.3,0.6,5.4,1.9,2.4,13.1,1.57,0.548,0.528,0.016,0.586,18.3,2.2,18.8,13.6,25.8,2,2.5,4.5,0.2
28.4,5.2,8.8,0.587,5.2,8.8,0.587,0,0,0,2.9,5.1,0.566,1.842602041,4.091326531,9.2,1.4,0.6,2.7,2.6,2.9,13.2,8.21,0.589,0.587,0,0.58,11.93196481,15.44281525,2.760703812,18.9,24.32961877,2.7,2.9,5.6,0.084
21.4,3,5.5,0.537,3,5.5,0.537,0,0,0,1.2,2.2,0.539,1.7,4,5.8,0.3,0.4,2.8,2,3.2,7.1,5.57,0.542,0.537,0,0.393,11.93196481,15.44281525,2.760703812,23.2,24.32961877,1.6,4.3,6,0.189
22.1,3.6,5.9,0.612,3.4,5.5,0.623,0.2,0.4,0.444,3.4,4.8,0.716,2.7,5.1,6.6,0.8,0.5,1.2,1.5,2.2,10.8,8.87,0.662,0.626,0.063,0.813,11.93196481,15.44281525,2.760703812,15.6,24.32961877,6.4,6.2,12.6,0.316
