MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,SOS,TS%,eFG%,3PAr,FTr,TRB%,AST%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/40
28,3.8,8.1,0.461,2.8,5.4,0.508,1,2.7,0.365,3.5,4.6,0.761,1.842602041,4.091326531,5.7,2.1,2,0.3,1.9,3.1,12,10.03,0.581,0.521,0.331,0.568,11.93196481,15.44281525,2.760703812,15.6,24.32961877,9.4,7.6,17,0.184
25.9,4.8,7.8,0.608,4.7,7.8,0.606,0,0,0,2.8,4.3,0.657,2.8,6.4,9.2,1.3,1,3.1,1.8,2.6,12.3,8.77,0.627,0.61,0.004,0.548,19.7,10.4,8.1,15.8,21.7,2.9,4.3,7.3,0.351
28.3,4.4,8.6,0.507,4.4,8.6,0.512,0,0.1,0,2.5,3.6,0.707,1.842602041,4.091326531,6.4,0.9,0.6,3.8,2.1,1.7,11.3,7.63,0.546,0.508,0.011,0.412,11.93196481,15.44281525,2.760703812,16.8,24.32961877,5.8,7.8,13.6,0.174
30.2,5.2,8.9,0.586,5.2,8.9,0.586,0,0,0,3,4.7,0.649,3.4,4.8,8.2,0.6,1.3,1.8,1.6,2.7,13.5,7.28,0.605,0.586,0,0.527,15.3,4.3,4.2,12.9,20.9,4.7,6.5,11.2,0.28
31.5,7.9,14.3,0.55,6,10.2,0.587,1.9,4.1,0.458,4.1,4.9,0.831,1.9,5.6,7.5,1.3,0.2,0.1,2.2,1.8,21.7,4.29,0.652,0.616,0.288,0.345,14.8,10.4,0.3,11.7,32.3,21.6,5.2,26.8,0.235
33.9,4.1,9.7,0.423,2.4,5.1,0.467,1.7,4.6,0.375,2.6,3.5,0.731,0.7,3.4,4.1,6.9,1.9,0.3,3.6,2.3,12.5,11,0.55,0.512,0.474,0.361,6.7,35.1,0.5,24,20.3,5.6,5.7,11.3,0.132
29.8,4.9,10.7,0.452,4,8.3,0.484,0.8,2.4,0.344,3.3,4.4,0.745,1.5,3.3,4.6,1.4,1,0.6,2.1,3,13.8,7.31,0.539,0.491,0.225,0.41,10,6,1.2,14.2,26.2,7,7,14,0.143
32.9,7.6,14.4,0.529,6.9,12.1,0.573,0.7,2.3,0.299,2.8,3.8,0.73,1.842602041,4.091326531,9.3,1.2,2.5,1.9,1.4,2.1,18.7,4.52,0.577,0.553,0.16,0.266,11.93196481,15.44281525,2.760703812,8,24.32961877,3,3,6,0.253
24.6,3.9,7.3,0.538,3.4,5.9,0.585,0.5,1.4,0.338,2.5,3.5,0.716,2,3.2,5.2,1.7,1.5,0.5,2,2.4,10.7,7.94,0.604,0.57,0.188,0.476,13.1,13.9,2.3,18,22.7,7.8,4.9,12.7,0.198
34.7,5.4,12.2,0.446,3.3,6.6,0.5,2.1,5.6,0.382,2.7,3.3,0.819,0.9,4.8,5.7,2.2,0.9,0.6,1.9,1.7,15.7,7.16,0.571,0.533,0.458,0.268,10,13.6,1.7,11.9,23.3,8.6,4.9,13.6,0.159
24.1,5.1,11.2,0.458,4,8,0.494,1.2,3.2,0.367,2.3,3.2,0.728,1.842602041,4.091326531,3.7,1.5,0.8,0.2,1.9,1.9,13.8,9.54,0.54,0.51,0.286,0.284,11.93196481,15.44281525,2.760703812,13,24.32961877,5.7,4.1,9.8,0.126
28.5,6.4,12.5,0.512,4.4,8,0.558,1.9,4.5,0.431,2.9,3.5,0.809,1.842602041,4.091326531,6.3,2.2,0.8,0.8,2.2,2.1,17.6,1.97,0.621,0.59,0.361,0.284,11.93196481,15.44281525,2.760703812,14.3,24.32961877,14.5,8.2,22.7,0.278
29.6,3.7,7.2,0.508,3.3,6.4,0.525,0.3,0.9,0.383,4.3,5.6,0.773,2.3,3.1,5.5,1.7,1.1,0.5,1,1.7,12,8.21,0.607,0.531,0.122,0.776,11.1,11.2,1.6,9.5,19,11.2,4.7,15.9,0.203
32.6,6.9,16,0.429,5.5,11.7,0.469,1.4,4.3,0.32,2.7,3.6,0.734,3.1,7.6,10.8,1.6,0.9,4.4,2.2,2.4,17.8,6.03,0.501,0.472,0.267,0.227,11.93196481,15.44281525,2.760703812,11.2,24.32961877,1,3.6,4.6,0.189
32.3,5.6,12.6,0.446,3.3,6.5,0.497,2.4,6.1,0.39,5,5.8,0.867,0.4,3.9,4.3,3.5,1.2,0.2,2.4,2.1,18.6,-2.21,0.606,0.54,0.481,0.458,8.1,24.3,0.6,13.4,28.6,14.2,3.4,17.6,0.209
24.8,3,7.1,0.421,1.4,2.9,0.48,1.6,4.2,0.38,1.6,1.9,0.821,0.4,2,2.4,2,0.5,0.3,1.5,1.2,9.2,4.95,0.571,0.533,0.588,0.272,5.9,18.1,1.6,15.6,20.1,5.1,3.8,8.9,0.138
20.3,3.6,5.7,0.638,3.6,5.7,0.642,0,0,0,1.6,2.8,0.559,1.7,3,4.7,0.3,0.5,1.1,1.5,2.1,8.8,8.23,0.629,0.638,0.005,0.495,14.6,3.3,4.7,18,24,2.3,1,3.3,0.198
23.5,4.1,7.9,0.52,4.1,7.7,0.526,0,0.2,0,2.1,3.6,0.577,2.5,5.2,7.7,0.5,0.6,2.7,1.5,3.1,10.3,-0.69,0.538,0.523,0.02,0.456,18.6,5.5,10.7,13.8,23.5,4.7,10,14.6,0.246
22.5,3.4,6.9,0.488,3.4,6.9,0.49,0,0,0,3,4.6,0.654,1.842602041,4.091326531,5.7,0.9,0.6,1.1,1.1,0.7,9.9,10.11,0.546,0.488,0.002,0.667,11.93196481,15.44281525,2.760703812,19.9,24.32961877,4.4,7.3,11.7,0.169
30.4,5.3,12.4,0.426,3.7,7.6,0.49,1.6,4.8,0.325,4.3,6,0.713,0.7,2.8,3.5,4,1.2,0.1,2.7,2,16.4,7.81,0.538,0.489,0.388,0.484,6.5,26.2,0.2,14.8,26.6,8.5,4.7,13.2,0.165
33.3,5.6,10.7,0.529,4.7,8.3,0.565,0.9,2.3,0.404,4.8,6.1,0.785,1.9,3.8,5.8,3.3,1.6,0.3,2.5,2.8,17,-3.26,0.628,0.574,0.22,0.575,11,22.3,0.7,15.7,25.8,12,5.1,17.1,0.217
25,3.7,8,0.467,3.1,6.3,0.496,0.6,1.7,0.361,2.3,3.4,0.687,2,5.6,7.6,2.9,1.2,0.8,1.9,2.7,10.5,9.75,0.543,0.506,0.217,0.426,18,24.6,3.6,16.5,23.7,9.6,9.6,19.2,0.212
31,5.6,12.7,0.44,3.2,7.2,0.452,2.3,5.5,0.423,3.5,4.4,0.795,0.8,3.1,3.9,4.1,1.2,0.2,2.8,2.3,16.9,7.61,0.574,0.531,0.433,0.346,6.6,24.7,0.3,16.2,26.7,9.6,6.1,15.7,0.191
32.6,5.6,11,0.504,5.2,9.5,0.54,0.4,1.5,0.276,2.8,4.3,0.665,1.842602041,4.091326531,4.9,2.1,1.5,0.3,1.5,1.8,14.4,9.48,0.551,0.523,0.134,0.386,11.93196481,15.44281525,2.760703812,10.8,24.32961877,7,5.5,12.5,0.1
24.3,3.9,8.6,0.45,3,5.8,0.516,0.9,2.8,0.313,2.4,3.2,0.767,1.8,3,4.8,0.9,0.9,1.9,1.5,1.8,11,4.6,0.547,0.501,0.322,0.373,12,9.6,8.5,12.9,26.5,5.6,5.1,10.7,0.186
15.1,1.7,3.1,0.563,1.7,3.1,0.565,0,0,0,1.2,2.1,0.578,1.3,2.6,3.9,0.6,0.3,1.5,1.2,2.1,4.7,7.4,0.575,0.565,0.007,0.682,13.2,5.7,6,23,15.9,3.1,6.9,10.1,0.203
28.4,4.6,8.6,0.538,4.6,8.5,0.541,0,0.1,0,0.8,2.6,0.295,3.4,4.2,7.6,0.4,0.8,2.7,1.5,2.2,10,8.07,0.509,0.538,0.007,0.301,15.6,3.4,9.9,13.5,20.9,1.4,1.5,2.9,0.121
34.8,5.5,11.8,0.461,4.5,8.8,0.509,1,3.1,0.325,4.7,6.3,0.754,0.8,3.5,4.3,6.5,1.8,0.5,4,1.9,16.6,6.82,0.562,0.503,0.26,0.53,6.6,34.8,1.5,21.4,25.7,3.7,2.6,6.3,0.196
31.7,5.1,11.6,0.44,4.1,8.4,0.485,1,3.2,0.322,4.2,5.2,0.805,0.8,2.5,3.3,2.7,0.9,0.3,2.7,2.3,15.4,4.32,0.548,0.484,0.274,0.453,6.4,20.5,1,16.3,27.8,6.9,3.2,10.1,0.136
26.1,4.9,9.4,0.524,4.8,9.2,0.522,0.1,0.1,0,3.2,5.5,0.588,2.7,6.2,8.9,0.3,0.6,5.4,1.9,2.4,13.1,1.57,0.548,0.528,0.016,0.586,18.3,2.2,18.8,13.6,25.8,2,2.5,4.5,0.2
23.3,5.5,10.6,0.515,4.9,8.5,0.575,0.6,2.1,0.274,3.3,5.4,0.603,1.842602041,4.091326531,5.9,1.7,1.1,0.4,2.2,1.2,14.8,5.21,0.561,0.542,0.2,0.513,11.93196481,15.44281525,2.760703812,15.8,24.32961877,3.7,3.5,7.3,0.237
31.3,2.7,6.8,0.401,1.4,3.3,0.423,1.3,3.5,0.381,1.5,2,0.771,0.7,2.8,3.4,7,1.7,0.3,3.3,2.1,8.3,9.34,0.537,0.499,0.513,0.291,6,36.5,0.6,29.9,17,5,8.4,13.4,0.124
28.4,5.2,8.8,0.587,5.2,8.8,0.587,0,0,0,2.9,5.1,0.566,1.842602041,4.091326531,9.2,1.4,0.6,2.7,2.6,2.9,13.2,8.21,0.589,0.587,0,0.58,11.93196481,15.44281525,2.760703812,18.9,24.32961877,2.7,2.9,5.6,0.084
33.7,4.4,10.9,0.405,3,6.1,0.492,1.4,4.8,0.294,2.8,3.4,0.847,1,2.9,3.9,4.2,1.5,0.1,3,2.4,13.1,8.53,0.524,0.47,0.438,0.308,6.2,24.4,0.4,19.1,24.8,3,4.2,7.2,0.133
21.4,3,5.5,0.537,3,5.5,0.537,0,0,0,1.2,2.2,0.539,1.7,4,5.8,0.3,0.4,2.8,2,3.2,7.1,5.57,0.542,0.537,0,0.393,11.93196481,15.44281525,2.760703812,23.2,24.32961877,1.6,4.3,6,0.189
34.5,6.4,13.8,0.465,5.7,11.9,0.482,0.7,1.9,0.364,4.5,5.9,0.768,3.3,4.3,7.6,3,2.1,0.3,2.7,2.4,18,6.43,0.544,0.491,0.139,0.426,11.93196481,15.44281525,2.760703812,13.9,24.32961877,4.6,4.7,9.4,0.172
22.1,3.6,5.9,0.612,3.4,5.5,0.623,0.2,0.4,0.444,3.4,4.8,0.716,2.7,5.1,6.6,0.8,0.5,1.2,1.5,2.2,10.8,8.87,0.662,0.626,0.063,0.813,11.93196481,15.44281525,2.760703812,15.6,24.32961877,6.4,6.2,12.6,0.316
31.8,4.8,10.8,0.44,4.2,8.9,0.478,0.5,1.9,0.266,4.1,6.4,0.637,1.5,3.2,4.6,2.7,1.1,0.5,3.1,2.9,14.1,5.78,0.509,0.464,0.179,0.594,8.5,16.8,1.4,18.1,27.2,1.6,1.5,3.1,0.117
