Residual
1.078905279
4.702925484
7.643822116
-0.473477049
1.741985589
-0.623168102
-1.599902908
2.119364238
1.630577101
-0.551992318
-4.952543698
-0.68356459
-6.920840266
6.552042928
5.289563404
2.099832942
2.661472786
1.286572761
-0.219992573
-4.283663299
-0.849098287
-3.311613817
2.098317409
1.738161273
-1.703019704
0.850970829
-0.792655513
-0.726744049
0.134815813
-0.35141517
-1.66503417
-0.677939636
4.661249652
-10.95401138
-1.486875845
-0.982488205
-1.686763814
-0.188569083
-1.986959758
2.772284161
0.393285444
0.563609444
-7.385523347
-1.677199932
1.853070062
-0.656651272
-0.268601624
6.265023433
0.83843092
-1.35602732
-2.899039337
0.786178371
0.683382297
1.485765725
-2.522648157
4.457833116
-1.986234688
5.964860267
-4.941318659
2.866111132
6.428181564
2.946462014
3.759278946
0.470266948
1.564713606
0.437573699
1.333849109
2.633943918
3.005255621
2.717590838
0.060270374
0.102490014
-0.822241613
2.202103504
-0.611846994
-2.594840432
-3.733516242
-0.259869697
2.663818629
-2.645056497
2.586859964
-1.247275954
0.008195321
7.594244132
0.919468694
-1.226069749
0.776927305
-1.611485517
2.255908508
-6.549661376
1.576677423
3.960757352
0.250296142
-1.352333811
-1.217816591
-0.13489572
2.466582935
-1.789083629
1.059323046
3.223891
0.711896243
5.611549077
0.984096018
-1.044264164
3.124309416
0.499093599
1.718245727
2.149757763
1.282736174
-1.465910963
-1.558028618
2.406906392
-1.203496209
2.130531956
-0.603544444
0.104823945
1.213572118
1.853830606
-1.574977007
-4.526652474
-0.516752913
1.744419859
4.021347369
-0.9274531
1.98520691
4.284277676
0.537503245
-0.595867988
1.153528145
5.906800286
0.856104204
-2.404937979
3.025013908
-1.292705705
-4.146092561
2.414401843
1.39533219
-1.722086127
1.436786202
-1.81232979
-0.002188268
4.856092347
2.874273254
-1.565585186
1.993065032
5.176824405
1.329014078
0.546077531
1.119099094
5.581547427
0.250061095
-6.761623354
0.126460463
-0.387021453
1.407205019
1.840713153
-0.080017735
-0.676650765
-0.779581745
3.932910214
-4.404574054
-5.303251456
-1.856620366
-2.782197269
5.551181414
3.699085998
-2.882225581
-0.147616435
3.990511669
2.137611506
1.984257936
7.29811014
-0.588376653
0.542275813
-1.337003575
3.266416108
3.083029013
0.396007302
-1.89002303
1.590106592
-1.241799329
2.478404172
4.157901957
-0.133757422
3.387986328
-2.593587495
3.782049631
-1.143999092
-0.595982833
-3.374271975
-0.410086324
-0.857850055
-1.55334316
-1.903910181
-0.269969811
-3.816787816
1.540216247
0.761816292
-3.339299998
2.198522046
0.388779902
-0.510941219
-3.291851374
0.552583398
3.240364747
-1.253484145
-4.096606488
-0.19951274
-0.791901096
3.64568634
0.964973635
3.659072223
2.89132815
1.967072142
