,Draft_Yr,Pk,Tm,Player,College,Yrs,G,MP,PTS,TRB,AST,FG_Perc,3P_Perc,FT_Perc,MP,PTS_per_G,TRB_per_G,AST_per_G,WS_per_G,WS_per_48,BPM,VORP
6225,2011,22,DEN,Kenneth Faried,Morehead State University,8,469,11565,5346,3829,468,0.546,0.237,0.653,11565,11.4,8.2,1,38.2,0.159,1.2,9.4
6227,2011,24,OKC,Reggie Jackson,Boston College,8,512,12926,6560,1521,2261,0.43,0.331,0.859,12926,12.8,3,4.4,27.8,0.103,0,6.6
6228,2011,25,BOS,MarShon Brooks,Providence College,5,200,3456,1592,424,282,0.447,0.345,0.751,3456,8,2.1,1.4,3.4,0.047,-2.5,-0.4
6229,2011,26,DAL,Jordan Hamilton,University of Texas at Austin,5,151,2100,890,429,127,0.408,0.357,0.67,2100,5.9,2.8,0.8,3,0.069,-1.5,0.3
6231,2011,28,CHI,Norris Cole,Cleveland State University,6,360,8018,2506,702,981,0.407,0.324,0.743,8018,7,2,2.7,3,0.018,-4,-4
6232,2011,29,SAS,Cory Joseph,University of Texas at Austin,8,512,10979,3605,1319,1426,0.449,0.331,0.759,10979,7,2.6,2.8,21.7,0.095,-0.6,3.9
6233,2011,30,CHI,Jimmy Butler,Marquette University,8,512,16862,8545,2514,1758,0.455,0.34,0.835,16862,16.7,4.9,3.4,65,0.185,4.1,25.7
6238,2011,33,DET,Kyle Singler,Duke University,6,356,7794,2326,1026,272,0.418,0.362,0.786,7794,6.5,2.9,0.8,10,0.062,-1.6,0.7
6239,2011,34,WAS,Shelvin Mack,Butler University,8,454,8374,2994,894,1421,0.424,0.33,0.732,8374,6.6,2,3.1,10.6,0.061,-2.6,-1.3
6243,2011,38,HOU,Chandler Parsons,University of Florida,8,421,12878,5413,1919,1166,0.464,0.374,0.708,12878,12.9,4.6,2.8,28.8,0.107,1.7,12
6245,2011,40,MIL,Jon Leuer,University of Wisconsin,8,370,5899,2384,1417,300,0.485,0.329,0.768,5899,6.4,3.8,0.8,13.2,0.108,-1.3,1
6246,2011,41,LAL,Darius Morris,University of Michigan,4,132,1464,430,126,189,0.384,0.322,0.63,1464,3.3,1,1.4,-0.3,-0.01,-5.6,-1.3
6249,2011,44,GSW,Charles Jenkins,Hofstra University,2,110,1334,408,100,214,0.434,0.182,0.754,1334,3.7,0.9,1.9,0.5,0.017,-5.9,-1.3
6255,2011,50,PHI,Lavoy Allen,Temple University,6,388,6905,1847,1843,384,0.471,0.133,0.682,6905,4.8,4.8,1,13.8,0.096,-1.2,1.3
6258,2011,53,ORL,DeAndre Liggins,University of Kentucky,5,177,1907,346,252,122,0.402,0.352,0.549,1907,2,1.4,0.7,1.6,0.04,-2,0
6260,2011,55,BOS,E'Twaun Moore,Purdue University,8,515,11155,4144,1032,937,0.458,0.392,0.744,11155,8,2,1.8,13.7,0.059,-1.7,0.8
6265,2011,60,SAC,Isaiah Thomas,University of Washington,8,482,14216,9000,1219,2445,0.438,0.36,0.875,14216,18.7,2.5,5.1,45.4,0.153,1.9,14
6266,2012,1,NOH,Anthony Davis,University of Kentucky,7,461,16001,10976,4859,970,0.517,0.312,0.796,16001,23.8,10.5,2.1,71.8,0.215,4.8,27.4
6267,2012,2,CHA,Michael Kidd-Gilchrist,University of Kentucky,7,412,10574,3660,2329,490,0.477,0.237,0.714,10574,8.9,5.7,1.2,21,0.095,-1.1,2.4
6268,2012,3,WAS,Bradley Beal,University of Florida,7,472,16231,9287,1860,1742,0.451,0.385,0.801,16231,19.7,3.9,3.7,34.9,0.103,0.9,11.7
6269,2012,4,CLE,Dion Waiters,Syracuse University,7,392,11141,5138,1040,1099,0.411,0.341,0.697,11141,13.1,2.7,2.8,7.9,0.034,-2.6,-1.8
6270,2012,5,SAC,Thomas Robinson,University of Kansas,5,313,4204,1528,1507,190,0.47,0,0.505,4204,4.9,4.8,0.6,4.6,0.053,-3.2,-1.3
6271,2012,6,POR,Damian Lillard,Weber State University,7,534,19373,12540,2214,3347,0.434,0.368,0.888,19373,23.5,4.1,6.3,67.8,0.168,3.9,28.7
6272,2012,7,GSW,Harrison Barnes,University of North Carolina,7,523,16042,7072,2571,798,0.445,0.37,0.796,16042,13.5,4.9,1.5,28.8,0.086,-1.4,2.5
6273,2012,8,TOR,Terrence Ross,University of Washington,7,477,11529,4913,1312,503,0.422,0.372,0.815,11529,10.3,2.8,1.1,17.8,0.074,-0.9,3.1
6274,2012,9,DET,Andre Drummond,University of Connecticut,7,524,16094,7367,7121,588,0.543,0.149,0.441,16094,14.1,13.6,1.1,53.7,0.16,1.6,14.8
6275,2012,10,NOH,Austin Rivers,Duke University,7,469,11583,4370,970,1132,0.418,0.35,0.64,11583,9.3,2.1,2.4,8.8,0.037,-2.7,-2.2
6276,2012,11,POR,Meyers Leonard,University of Illinois at Urbana-Champaign,7,387,5998,2144,1443,328,0.477,0.387,0.823,5998,5.5,3.7,0.8,13.1,0.104,-1.5,0.8
6277,2012,12,HOU,Jeremy Lamb,University of Connecticut,7,419,8459,4205,1506,638,0.444,0.336,0.848,8459,10,3.6,1.5,19.5,0.111,-0.6,2.9
6278,2012,13,PHO,Kendall Marshall,University of North Carolina,4,160,3083,802,253,779,0.399,0.37,0.611,3083,5,1.6,4.9,1,0.015,-5.6,-2.8
6279,2012,14,MIL,John Henson,University of North Carolina,7,405,8152,3162,2206,442,0.539,0.273,0.572,8152,7.8,5.4,1.1,19.3,0.114,0.5,5.1
6280,2012,15,PHI,Maurice Harkless,St. John's University,7,461,10572,3352,1687,410,0.475,0.325,0.61,10572,7.3,3.7,0.9,18.1,0.082,0.1,5.6
6282,2012,17,DAL,Tyler Zeller,University of North Carolina,7,407,7164,2825,1796,363,0.508,0.286,0.764,7164,6.9,4.4,0.9,16.7,0.112,-1.6,0.8
6283,2012,18,HOU,Terrence Jones,University of Kentucky,6,234,5562,2431,1334,238,0.501,0.297,0.621,5562,10.4,5.7,1,14.7,0.127,0.1,3
6284,2012,19,ORL,Andrew Nicholson,St. Bonaventure University,5,285,4080,1700,857,126,0.467,0.321,0.773,4080,6,3,0.4,3.8,0.045,-5.3,-3.4
6286,2012,21,BOS,Jared Sullinger,Ohio State University,5,269,6532,2893,2006,477,0.436,0.272,0.723,6532,10.8,7.5,1.8,15.3,0.113,0.5,4.1
6288,2012,23,ATL,John Jenkins,Vanderbilt University,6,157,1976,783,224,121,0.448,0.37,0.837,1976,5,1.4,0.8,2.7,0.067,-3.8,-0.9
6290,2012,25,MEM,Tony Wroten,University of Washington,4,145,3076,1604,363,437,0.413,0.231,0.647,3076,11.1,2.5,3,-1.3,-0.021,-4.1,-1.6
6291,2012,26,IND,Miles Plumlee,Duke University,7,346,5658,1697,1562,178,0.542,0,0.543,5658,4.9,4.5,0.5,10.6,0.09,-1.6,0.5
6293,2012,28,OKC,Perry Jones,Baylor University,3,143,1675,488,252,54,0.42,0.293,0.66,1675,3.4,1.8,0.4,1.7,0.048,-4.6,-1.1
6295,2012,30,GSW,Festus Ezeli,Vanderbilt University,3,170,2394,712,725,63,0.513,0,0.557,2394,4.2,4.3,0.4,5.9,0.119,-1.1,0.6
6298,2012,31,CHA,Jeff Taylor,Vanderbilt University,3,132,2566,807,263,107,0.409,0.319,0.665,2566,6.1,2,0.8,1.3,0.024,-3.9,-1.2
6301,2012,34,CLE,Jae Crowder,Marquette University,7,527,12769,4952,2051,746,0.424,0.34,0.774,12769,9.4,3.9,1.4,27.6,0.104,0.6,8.5
6302,2012,35,GSW,Draymond Green,Michigan State University,7,517,14471,4690,3589,2488,0.438,0.321,0.707,14471,9.1,6.9,4.8,42.1,0.14,3.7,20.9
6303,2012,36,SAC,Orlando Johnson,"University of California, Santa Barbara",3,103,1112,329,180,69,0.358,0.311,0.727,1112,3.2,1.7,0.7,1.4,0.059,-3.8,-0.5
6304,2012,37,TOR,Quincy Acy,Baylor University,7,337,5392,1642,1179,217,0.444,0.35,0.759,5392,4.9,3.5,0.6,8.7,0.078,-1.8,0.2
6306,2012,39,DET,Khris Middleton,Texas A&M University,7,441,14002,6820,1935,1404,0.45,0.389,0.871,14002,15.5,4.4,3.2,29.8,0.102,0.1,7.5
6307,2012,40,POR,Will Barton,University of Memphis,7,421,9729,4446,1655,997,0.433,0.343,0.792,9729,10.6,3.9,2.4,16.4,0.081,-0.5,3.7
6309,2012,42,MIL,Doron Lamb,University of Kentucky,2,100,1272,345,95,75,0.381,0.394,0.7,1272,3.5,1,0.8,0.1,0.005,-5.9,-1.2
6310,2012,43,ATL,Mike Scott,University of Virginia,7,421,6755,3006,1292,392,0.466,0.362,0.755,6755,7.1,3.1,0.9,12.9,0.091,-2.4,-0.6
6312,2012,45,PHI,Justin Hamilton,Louisiana State University,3,113,1961,687,403,91,0.464,0.309,0.798,1961,6.1,3.6,0.8,3.7,0.091,-0.3,0.8
6313,2012,46,NOH,Darius Miller,University of Kentucky,5,244,4923,1441,401,314,0.42,0.385,0.839,4923,5.9,1.6,1.3,5.9,0.057,-1.6,0.5
6316,2012,49,ORL,Kyle O'Quinn,Norfolk State University,7,437,6362,2440,2037,583,0.518,0.211,0.747,6362,5.6,4.7,1.3,16.6,0.125,1.8,6
6327,2012,60,LAL,Robert Sacre,Gonzaga University,4,189,2745,787,593,126,0.436,0,0.671,2745,4.2,3.1,0.7,2.4,0.042,-3.1,-0.8
6328,2013,1,CLE,Anthony Bennett,"University of Nevada, Las Vegas",4,151,1905,658,472,77,0.392,0.261,0.67,1905,4.4,3.1,0.5,0.5,0.013,-5.6,-1.7
6329,2013,2,ORL,Victor Oladipo,Indiana University,6,402,13360,7028,1859,1589,0.443,0.352,0.793,13360,17.5,4.6,4,24.4,0.088,1.1,10.4
6330,2013,3,WAS,Otto Porter,Georgetown University,6,395,10635,4324,1970,589,0.484,0.403,0.79,10635,10.9,5,1.5,28.9,0.131,2,10.7
6331,2013,4,CHA,Cody Zeller,Indiana University,6,361,8272,2969,2085,495,0.511,0.263,0.74,8272,8.2,5.8,1.4,24.2,0.14,0.8,5.9
6332,2013,5,PHO,Alex Len,University of Maryland,6,398,7879,3058,2521,322,0.485,0.318,0.7,7879,7.7,6.3,0.8,14.5,0.088,-1.8,0.4
6333,2013,6,NOH,Nerlens Noel,University of Kentucky,5,285,6675,2381,1895,357,0.519,0.25,0.635,6675,8.4,6.6,1.3,16,0.115,1.6,6
6334,2013,7,SAC,Ben McLemore,University of Kansas,6,368,8725,3239,909,407,0.417,0.353,0.783,8725,8.8,2.5,1.1,4.6,0.026,-2.8,-1.7
6335,2013,8,DET,Kentavious Caldwell-Pope,University of Georgia,6,454,13458,5277,1496,727,0.411,0.344,0.794,13458,11.6,3.3,1.6,22.4,0.08,0,6.8
6336,2013,9,MIN,Trey Burke,University of Michigan,6,347,8248,3759,724,1255,0.405,0.339,0.798,8248,10.8,2.1,3.6,9.3,0.054,-2.2,-0.5
6337,2013,10,POR,CJ McCollum,Lehigh University,6,406,12173,7240,1271,1174,0.455,0.402,0.841,12173,17.8,3.1,2.9,27.4,0.108,0.2,6.8
6338,2013,11,PHI,Michael Carter-Williams,Syracuse University,6,303,8038,3361,1370,1414,0.402,0.254,0.701,8038,11.1,4.5,4.7,4.5,0.027,-0.8,2.4
6339,2013,12,OKC,Steven Adams,University of Pittsburgh,6,451,12025,4323,3308,448,0.59,0,0.56,12025,9.6,7.3,1,37.4,0.149,1.7,11.3
6340,2013,13,DAL,Kelly Olynyk,Gonzaga University,6,416,8895,4140,2025,790,0.481,0.371,0.76,8895,10,4.9,1.9,24,0.13,1.5,7.9
6341,2013,14,UTA,Shabazz Muhammad,"University of California, Los Angeles",5,278,4772,2504,770,151,0.473,0.319,0.751,4772,9,2.8,0.5,8.5,0.085,-4.1,-2.5
6345,2013,18,ATL,Shane Larkin,University of Miami,4,256,4880,1399,490,737,0.422,0.336,0.777,4880,5.5,1.9,2.9,4.4,0.044,-2.5,-0.6
6347,2013,20,CHI,Tony Snell,University of New Mexico,6,434,9495,2717,1019,447,0.425,0.382,0.82,9495,6.3,2.3,1,13.2,0.067,-1.9,0.2
6348,2013,21,UTA,Gorgui Dieng,University of Louisville,6,436,9994,3437,2742,607,0.505,0.322,0.792,9994,7.9,6.3,1.4,23.8,0.114,1.6,9
6349,2013,22,BRK,Mason Plumlee,Duke University,6,454,10022,3881,2858,963,0.572,0.083,0.564,10022,8.5,6.3,2.1,29.8,0.143,2.4,11.1
6350,2013,23,IND,Solomon Hill,University of Arizona,6,297,6758,1756,974,461,0.395,0.326,0.809,6758,5.9,3.3,1.6,9.2,0.065,-0.6,2.3
6351,2013,24,NYK,Tim Hardaway,University of Michigan,6,397,10333,5174,1017,728,0.418,0.342,0.815,10333,13,2.6,1.8,15.1,0.07,-1.7,0.7
6352,2013,25,LAC,Reggie Bullock,University of North Carolina,6,264,5040,1773,545,294,0.435,0.394,0.818,5040,6.7,2.1,1.1,9.4,0.09,-0.6,1.8
6353,2013,26,MIN,Andre Roberson,University of Colorado,5,295,6651,1356,1188,257,0.482,0.257,0.467,6651,4.6,4,0.9,12.7,0.092,0.6,4.4
6356,2013,29,OKC,Archie Goodwin,University of Kentucky,4,165,2396,1040,331,206,0.429,0.236,0.7,2396,6.3,2,1.2,1.1,0.022,-4.2,-1.3
6360,2013,31,CLE,Allen Crabbe,University of California,6,342,8402,3259,985,395,0.429,0.393,0.837,8402,9.5,2.9,1.2,13.7,0.078,-1.1,1.9
6363,2013,34,HOU,Isaiah Canaan,Murray State University,6,235,4799,1913,438,454,0.371,0.351,0.836,4799,8.1,1.9,1.9,4.3,0.043,-3,-1.2
6365,2013,36,SAC,Ray McCallum,University of Detroit Mercy,3,154,2808,920,306,368,0.408,0.335,0.711,2808,6,2,2.4,2.1,0.035,-2.8,-0.6
6368,2013,39,POR,Jeff Withey,University of Kansas,5,206,2072,666,518,64,0.525,0.143,0.716,2072,3.2,2.5,0.3,6.8,0.157,0.6,1.4
6373,2013,44,DAL,Mike Muscala,Bucknell University,6,297,4690,1679,964,278,0.467,0.362,0.839,4690,5.7,3.2,0.9,11.4,0.117,0,2.4
6377,2013,48,LAL,Ryan Kelly,Duke University,4,163,3125,981,504,215,0.378,0.316,0.797,3125,6,3.1,1.3,3,0.046,-2.2,-0.2
6379,2013,50,ATL,James Ennis,"California State University, Long Beach",5,268,5536,1737,840,235,0.457,0.358,0.801,5536,6.5,3.1,0.9,11.2,0.097,-0.6,1.9
6381,2013,52,MIN,Lorenzo Brown,North Carolina State University,5,103,1185,293,151,183,0.364,0.17,0.707,1185,2.8,1.5,1.8,-0.2,-0.007,-4.1,-0.6
6390,2014,1,CLE,Andrew Wiggins,University of Kansas,5,386,13894,7485,1636,822,0.44,0.331,0.736,13894,19.4,4.2,2.1,12.9,0.045,-2.5,-1.8
6391,2014,2,MIL,Jabari Parker,Duke University,5,234,6974,3508,1323,496,0.49,0.341,0.741,6974,15,5.7,2.1,11.2,0.077,-1.5,0.8
6392,2014,3,PHI,Joel Embiid,University of Kansas,3,148,4520,3545,1661,453,0.48,0.314,0.79,4520,24,11.2,3.1,15.3,0.162,3,5.7
6393,2014,4,ORL,Aaron Gordon,University of Arizona,5,326,8987,4010,2005,672,0.45,0.315,0.704,8987,12.3,6.2,2.1,16.7,0.089,0.1,4.7
6395,2014,6,BOS,Marcus Smart,Oklahoma State University,5,327,9300,3038,1167,1283,0.369,0.309,0.761,9300,9.3,3.6,3.9,15.6,0.08,0.6,6.2
6396,2014,7,LAL,Julius Randle,University of Kentucky,5,299,8467,4481,2657,806,0.502,0.297,0.724,8467,15,8.9,2.7,17.4,0.098,-0.4,3.4
6397,2014,8,SAC,Nik Stauskas,University of Michigan,5,320,6438,2182,658,496,0.389,0.349,0.813,6438,6.8,2.1,1.6,3.5,0.026,-3.3,-2.1
6398,2014,9,CHH,Noah Vonleh,Indiana University,5,296,5225,1508,1604,224,0.453,0.318,0.682,5225,5.1,5.4,0.8,8.3,0.076,-2.5,-0.7
6399,2014,10,PHI,Elfrid Payton,University of Louisiana at Lafayette,5,328,9648,3629,1394,2105,0.456,0.305,0.623,9648,11.1,4.3,6.4,12.5,0.062,-0.4,4
6400,2014,11,DEN,Doug McDermott,Creighton University,5,325,6496,2509,701,256,0.455,0.403,0.828,6496,7.7,2.2,0.8,10,0.074,-3,-1.7
6402,2014,13,MIN,Zach LaVine,"University of California, Los Angeles",5,290,8672,4644,972,1004,0.446,0.372,0.825,8672,16,3.4,3.5,8.1,0.045,-1.6,0.9
6403,2014,14,PHO,T.J. Warren,North Carolina State University,5,261,7234,3754,1078,293,0.497,0.34,0.766,7234,14.4,4.1,1.1,13.1,0.087,-1.3,1.4
6404,2014,15,ATL,Adreian Payne,Michigan State University,4,107,1403,429,315,66,0.406,0.254,0.68,1403,4,2.9,0.6,-0.6,-0.019,-5.5,-1.2
6407,2014,18,PHO,Tyler Ennis,Syracuse University,4,186,2336,779,250,359,0.419,0.317,0.768,2336,4.2,1.3,1.9,1.3,0.026,-4.6,-1.5
6408,2014,19,CHI,Gary Harris,Michigan State University,5,295,8392,3690,755,636,0.462,0.363,0.803,8392,12.5,2.6,2.2,15.5,0.089,0.1,4.3
6412,2014,23,UTA,Rodney Hood,Duke University,5,306,8325,3860,881,589,0.42,0.367,0.843,8325,12.6,2.9,1.9,15.4,0.089,-1,2.1
6413,2014,24,CHH,Shabazz Napier,University of Connecticut,5,286,4596,1833,491,581,0.393,0.353,0.812,4596,6.4,1.7,2,6.3,0.066,-1.6,0.5
6415,2014,26,MIA,P.J. Hairston,University of North Carolina,2,111,2000,664,266,59,0.343,0.295,0.81,2000,6,2.4,0.5,0.9,0.021,-3.9,-1
6419,2014,30,SAS,Kyle Anderson,"University of California, Los Angeles",5,300,5882,1601,1171,572,0.492,0.324,0.706,5882,5.3,3.9,1.9,15.6,0.127,2.2,6.2
6423,2014,32,PHI,K.J. McDaniels,Clemson University,3,148,2092,782,324,95,0.412,0.29,0.776,2092,5.3,2.2,0.6,1.3,0.03,-3.3,-0.7
6424,2014,33,CLE,Joe Harris,University of Virginia,5,249,5512,2269,677,368,0.475,0.421,0.794,5512,9.1,2.7,1.5,9.3,0.081,-0.7,1.8
6427,2014,36,MIL,Johnny O'Bryant III,Louisiana State University,4,147,1684,509,352,69,0.402,0.36,0.663,1684,3.5,2.4,0.5,0.2,0.006,-6.4,-1.9
6429,2014,38,DET,Spencer Dinwiddie,University of Colorado,5,239,5781,2578,622,1106,0.411,0.331,0.794,5781,10.8,2.6,4.6,13.1,0.109,-0.5,2.2
6430,2014,39,PHI,Jerami Grant,Syracuse University,5,367,8692,3129,1412,380,0.463,0.323,0.651,8692,8.5,3.8,1,17.1,0.094,-1.1,1.9
6431,2014,40,MIN,Glenn Robinson III,University of Michigan,5,209,3011,907,439,115,0.437,0.366,0.727,3011,4.3,2.1,0.6,4.4,0.07,-2.6,-0.5
6435,2014,44,MIN,Markel Brown,Oklahoma State University,3,113,1794,584,234,132,0.38,0.295,0.781,1794,5.2,2.1,1.2,1.1,0.029,-2.8,-0.4
6436,2014,45,CHH,Dwight Powell,Stanford University,5,315,5421,2276,1362,272,0.55,0.297,0.742,5421,7.2,4.3,0.9,20.2,0.179,1.9,5.3
6437,2014,46,WAS,Jordan Clarkson,University of Missouri,5,366,10062,5362,1189,987,0.444,0.34,0.813,10062,14.7,3.2,2.7,10.2,0.049,-1.7,0.7
6452,2015,1,MIN,Karl-Anthony Towns,University of Kentucky,4,310,10702,6872,3663,788,0.539,0.393,0.836,10702,22.2,11.8,2.5,44.5,0.2,5,19
6453,2015,2,LAL,D'Angelo Russell,Ohio State University,4,258,7315,4149,928,1272,0.417,0.351,0.768,7315,16.1,3.6,4.9,5.7,0.037,0,3.6
6454,2015,3,PHI,Jahlil Okafor,Duke University,4,177,3752,2037,902,163,0.526,0.182,0.684,3752,11.5,5.1,0.9,4.9,0.063,-3.5,-1.4
6457,2015,6,SAC,Willie Cauley-Stein,University of Kentucky,4,279,6693,2815,1750,451,0.529,0.222,0.612,6693,10.1,6.3,1.6,15.9,0.114,0.5,4.3
6459,2015,8,DET,Stanley Johnson,University of Arizona,4,276,6009,1908,943,407,0.37,0.289,0.76,6009,6.9,3.4,1.5,3.2,0.026,-2.1,-0.1
6460,2015,9,CHO,Frank Kaminsky,University of Wisconsin,4,266,5890,2562,1048,422,0.418,0.351,0.756,5890,9.6,3.9,1.6,10.1,0.082,-1.2,1.2
6461,2015,10,MIA,Justise Winslow,Duke University,4,222,6266,1955,1189,585,0.419,0.341,0.646,6266,8.8,5.4,2.6,7.6,0.058,-0.8,1.9
6462,2015,11,IND,Myles Turner,University of Texas at Austin,4,265,7424,3400,1753,328,0.497,0.365,0.773,7424,12.8,6.6,1.2,20.8,0.135,1.3,6.3
6463,2015,12,UTA,Trey Lyles,University of Kentucky,4,279,4955,2159,1104,296,0.432,0.332,0.704,4955,7.7,4,1.1,8.2,0.079,-2.4,-0.5
6464,2015,13,PHO,Devin Booker,University of Kentucky,4,260,8516,5414,888,1065,0.433,0.356,0.854,8516,20.8,3.4,4.1,8.6,0.049,-1.4,1.3
6465,2015,14,OKC,Cameron Payne,Murray State University,4,153,2454,914,274,382,0.397,0.331,0.775,2454,6,1.8,2.5,2.3,0.045,-2.9,-0.6
6466,2015,15,ATL,Kelly Oubre,University of Kansas,4,288,6299,2643,1063,235,0.42,0.319,0.777,6299,9.2,3.7,0.8,8.2,0.063,-2.3,-0.5
6467,2015,16,BOS,Terry Rozier,University of Louisville,4,258,5136,1961,931,599,0.378,0.353,0.781,5136,7.6,3.6,2.3,9.7,0.091,-0.4,2.1
6468,2015,17,MIL,Rashad Vaughn,"University of Nevada, Las Vegas",3,139,1671,423,158,75,0.337,0.313,0.692,1671,3,1.1,0.5,-0.6,-0.017,-5.6,-1.5
6469,2015,18,HOU,Sam Dekker,University of Wisconsin,4,193,2966,1059,591,152,0.486,0.291,0.601,2966,5.5,3.1,0.8,5.5,0.089,-1.8,0.2
6470,2015,19,WAS,Jerian Grant,University of Notre Dame,4,265,4842,1631,514,785,0.41,0.318,0.775,4842,6.2,1.9,3,8,0.079,-2,0
6471,2015,20,TOR,Delon Wright,University of Utah,4,183,3313,1264,463,435,0.445,0.341,0.818,3313,6.9,2.5,2.4,9,0.131,1.5,2.9
6472,2015,21,DAL,Justin Anderson,University of Virginia,4,204,2671,1068,515,133,0.417,0.288,0.782,2671,5.2,2.5,0.7,4.2,0.076,-2,0
6473,2015,22,CHI,Bobby Portis,University of Arkansas,4,233,4601,2341,1401,255,0.463,0.362,0.743,4601,10,6,1.1,8.6,0.09,-1.9,0.1
6474,2015,23,POR,Rondae Hollis-Jefferson,University of Arizona,4,228,5437,2262,1339,452,0.445,0.225,0.742,5437,9.9,5.9,2,9,0.079,-1,1.4
6475,2015,24,CLE,Tyus Jones,Duke University,4,231,3892,1068,340,712,0.412,0.326,0.816,3892,4.6,1.5,3.1,7.3,0.089,-1.3,0.7
6476,2015,25,MEM,Jarell Martin,Louisiana State University,4,175,2865,980,622,111,0.437,0.358,0.764,2865,5.6,3.6,0.6,3.1,0.052,-3.8,-1.3
6478,2015,27,LAL,Larry Nance Jr.,University of Wyoming,4,248,5593,1879,1576,390,0.54,0.295,0.692,5593,7.6,6.4,1.6,15.4,0.133,2,5.7
6481,2015,30,GSW,Kevon Looney,"University of California, Los Angeles",4,187,2627,807,708,177,0.586,0.192,0.587,2627,4.3,3.8,0.9,9,0.164,2,2.6
6485,2015,32,HOU,Montrezl Harrell,University of Louisville,4,240,4504,2582,1032,279,0.632,0.107,0.619,4504,10.8,4.3,1.2,17.7,0.188,2.4,5
6490,2015,37,PHI,Richaun Holmes,Bowling Green State University,4,217,3647,1635,931,202,0.567,0.257,0.697,3647,7.5,4.3,0.9,11.8,0.155,1.2,3
6493,2015,40,MIA,Josh Richardson,University of Tennessee,4,249,7609,3019,785,699,0.429,0.374,0.817,7609,12.1,3.2,2.8,15.3,0.096,0.8,5.3
6494,2015,41,BRK,Pat Connaughton,University of Notre Dame,4,200,2758,829,398,217,0.424,0.334,0.805,2758,4.1,2,1.1,5,0.087,-1.2,0.5
6496,2015,43,IND,Joseph Young,University of Oregon,3,127,1077,429,130,119,0.393,0.296,0.768,1077,3.4,1,0.9,0.4,0.016,-5.3,-0.9
6497,2015,44,PHO,Andrew Harrison,University of Kentucky,3,145,2987,1012,287,399,0.373,0.294,0.779,2987,7,2,2.8,3.2,0.051,-2.7,-0.5
6499,2015,46,MIL,Norman Powell,"University of California, Los Angeles",4,239,3965,1644,485,284,0.434,0.329,0.803,3965,6.9,2,1.2,6.4,0.077,-1.7,0.3
6514,2016,1,PHI,Ben Simmons,Louisiana State University,2,146,4959,2383,1259,1174,0.552,0,0.58,4959,16.3,8.6,8,15.9,0.154,4.4,8
6515,2016,2,LAL,Brandon Ingram,Duke University,3,190,6014,2639,897,550,0.458,0.329,0.662,6014,13.9,4.7,2.9,4.5,0.036,-2.7,-1.1
6516,2016,3,BOS,Jaylen Brown,University of California,3,210,5093,2319,836,262,0.457,0.356,0.667,5093,11,4,1.2,8.3,0.078,-1.8,0.2
6518,2016,5,MIN,Kris Dunn,Providence College,3,169,4057,1420,550,733,0.417,0.317,0.716,4057,8.4,3.3,4.3,1.6,0.019,-1.3,0.7
6519,2016,6,NOP,Buddy Hield,University of Oklahoma,3,227,5994,3309,918,431,0.448,0.422,0.868,5994,14.6,4,1.9,8.9,0.071,-0.5,2.3
6520,2016,7,DEN,Jamal Murray,University of Kentucky,3,222,6274,3238,758,735,0.431,0.364,0.879,6274,14.6,3.4,3.3,10.4,0.079,-1,1.6
6521,2016,8,SAC,Marquese Chriss,University of Washington,3,182,3591,1434,830,159,0.433,0.305,0.624,3591,7.9,4.6,0.9,2.4,0.032,-2.2,-0.1
6522,2016,9,TOR,Jakob Poeltl,University of Utah,3,197,3091,1058,866,143,0.638,0.5,0.568,3091,5.4,4.4,0.7,10.7,0.166,2.5,3.5
6524,2016,11,ORL,Domantas Sabonis,Gonzaga University,3,214,4909,2181,1408,395,0.512,0.343,0.729,4909,10.2,6.6,1.8,12.2,0.119,-0.4,2
6525,2016,12,UTA,Taurean Prince,Baylor University,3,184,4640,2059,707,356,0.424,0.376,0.826,4640,11.2,3.8,1.9,4.2,0.044,-1.4,0.7
6527,2016,14,CHI,Denzel Valentine,Michigan State University,2,134,3071,1074,544,307,0.399,0.374,0.754,3071,8,4.1,2.3,3.1,0.048,-1.2,0.6
6532,2016,19,DEN,Malik Beasley,Florida State University,3,149,2309,1044,256,123,0.473,0.405,0.804,2309,7,1.7,0.8,4.9,0.102,-1.4,0.3
6533,2016,20,IND,Caris LeVert,University of Michigan,3,154,3804,1701,551,505,0.438,0.33,0.714,3804,11,3.6,3.3,5.1,0.064,-0.7,1.2
6534,2016,21,ATL,DeAndre Bembry,Saint Joseph's University,3,131,2452,778,414,243,0.436,0.278,0.573,2452,5.9,3.2,1.9,0.3,0.005,-3.3,-0.8
6540,2016,27,TOR,Pascal Siakam,New Mexico State University,3,201,4612,1884,1006,367,0.528,0.299,0.73,4612,9.4,5,1.8,13.7,0.143,2.1,4.8
6541,2016,28,PHO,Skal Labissiere,University of Kentucky,3,110,1974,848,475,105,0.475,0.357,0.746,1974,7.7,4.3,1,2.7,0.065,-2.8,-0.4
6542,2016,29,SAS,Dejounte Murray,University of Washington,2,119,2065,784,501,279,0.441,0.316,0.708,2065,6.6,4.2,2.3,3.2,0.074,0.3,1.2
6548,2016,33,LAC,Cheick Diallo,University of Kansas,3,119,1409,621,520,41,0.582,0,0.734,1409,5.2,4.4,0.3,4.3,0.146,-2.9,-0.3
6549,2016,34,PHO,Tyler Ulis,University of Kentucky,3,133,2782,998,223,537,0.403,0.28,0.808,2782,7.5,1.7,4,0.5,0.008,-4.7,-1.9
